Title,Anger,Fear,Joy,Love,Sadness,Surprise,Protagonist Roles,Time Period,Dominant Time of Day,Genres
The Neverending Story,0.199969605,0.237197489,0.440747976,0.010893404,0.102726832,0.008464838,Realist,Past,Daytime,"['Adventure', 'Fantasy', 'Family']"
The Next Three Days,0.388443649,0.14912495,0.416226238,0.022321135,0.018878149,0.005005849,Detective/Spy,Present,Daytime,"['Thriller', 'Crime', 'Romance', 'Drama']"
The Nightmare Before Christmas,0.001646091,0.936943114,0.00171673,0.00041254,0.001127441,0.058154069,Realist,Present,Nighttime,"['Horror', 'Comedy', 'Fantasy']"
The Nines,0.071726017,0.121177711,0.158332631,0.003289631,0.640842378,0.004631622,Realist,Past,Daytime,"['Thriller', 'Horror', 'Drama']"
The Ninth Gate,0.008866652,0.931285083,0.002882118,0.000586133,0.05346787,0.002912145,Realist,Past,Daytime,"['Thriller', 'Horror']"
The Other Boleyn Girl,0.000805165,0.000430028,0.994502664,0.002952243,0.000400647,0.000909355,Child,Past,Daytime,"['Romance', 'Drama']"
The Pacifier,0.273251772,0.457856417,0.093378223,0.003694057,0.166965604,0.004853882,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Comedy', 'Action', 'Family']"
The Passion of Joan of Arc,0.025516473,0.468421936,0.376375467,0.00499574,0.020636499,0.10405381,Law Person/Outlaw,Present,Daytime,['Drama']
The Patriot,0.004946205,0.003173064,0.981862485,0.004482028,0.004651944,0.000884333,Realist,Past,Daytime,"['War', 'Drama', 'Action']"
The Perks of Being a Wallflower,0.000886587,0.001983177,0.994395018,0.000723021,0.000818863,0.001193411,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
The Pianist,0.178246424,0.756255507,0.047647502,0.002652424,0.007701071,0.007496993,Child,Past,Daytime,"['War', 'Drama']"
The Piano,0.147288695,0.79453063,0.007791972,0.001166086,0.046431642,0.00279102,Realist,Present,Nighttime,"['Romance', 'Drama']"
The Planet of the Apes,0.306149185,0.621510983,0.050424714,0.002760754,0.015790151,0.003364181,Detective/Spy,Future,Daytime,"['Drama', 'Sci-Fi', 'Action']"
The Postman,0.020161629,0.02552939,0.005235744,0.000777998,0.94694984,0.001345371,Fighter,Past,Daytime,"['Adventure', 'Drama', 'Sci-Fi', 'Action']"
The Power of One,0.001964746,0.99538064,0.000443353,0.000141394,0.001603106,0.000466783,Fighter,Past,Daytime,['Drama']
The Prestige,0.106716655,0.259399176,0.539963365,0.0051985,0.017148221,0.071574122,Comedian,Past,Daytime,"['Drama', 'Sci-Fi']"
The Princess Bride,0.00221506,0.006281044,0.976655245,0.001147798,0.012985602,0.000715165,Monster/Killer/Victim,Past,Daytime,"['Comedy', 'Fantasy', 'Romance', 'Family', 'Adventure']"
The Private Life of Sherlock Holmes,0.061303344,0.910000563,0.005341577,0.000776069,0.018538455,0.004040032,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Drama']"
The Producer,0.834959388,0.039061572,0.024287151,0.00318316,0.097103044,0.001405736,Realist,Future,Daytime,['Comedy']
The Program,0.589473844,0.077078559,0.236354336,0.007526007,0.086325727,0.003241486,Detective/Spy,Past,Daytime,"['Drama', 'Action']"
The Prophecy,0.468451142,0.453281373,0.045005567,0.003421584,0.02638879,0.003451527,Detective/Spy,Past,Daytime,"['Thriller', 'Fantasy', 'Horror']"
The Proposal,0.061650097,0.006405455,0.515508771,0.399682343,0.00947432,0.007278961,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Queen,0.000726158,0.000175767,0.000686916,0.000266245,0.998009145,0.000135737,Realist,Past,Daytime,['Drama']
The Rage Carrie 2,0.001339204,0.975937486,0.001404721,0.000290352,0.001795748,0.019232582,Realist,Past,Nighttime,"['Thriller', 'Horror', 'Sci-Fi']"
The Reader,0.309493989,0.008952046,0.664103985,0.008666266,0.007296416,0.001487316,Child,Past,Daytime,"['Romance', 'Drama']"
The Relic,0.155261189,0.201818988,0.534597993,0.016923847,0.079837583,0.011560417,Fighter,Past,Daytime,"['Thriller', 'Horror']"
The Replacements,0.22207582,0.033482831,0.01901795,0.002779551,0.721251309,0.001392542,Realist,Past,Daytime,['Comedy']
The Rescuers Down Under,0.125336155,0.667757571,0.17293714,0.005655372,0.02080493,0.007508859,Realist,Past,Daytime,"['Adventure', 'Family']"
The Revenant,0.004265517,0.989385545,0.000757008,0.000232358,0.004507449,0.00085211,Realist,Past,Daytime,"['Thriller', 'Adventure', 'Drama']"
The Road,0.015760543,0.98002851,0.000845761,0.000364438,0.000810527,0.002190148,Realist,Present,Daytime,"['Thriller', 'Adventure', 'Drama']"
The Rock,0.090442173,0.895050526,0.002665397,0.000678402,0.010127646,0.001035871,Fighter,Past,Daytime,['Action']
The Rocky Horror Picture Show,0.891090155,0.088480681,0.00537748,0.003324953,0.010428347,0.0012983,Child,Past,Nighttime,"['Horror', 'Comedy', 'Sci-Fi']"
The Roommate,0.067207754,0.051513266,0.859975636,0.004079404,0.01216157,0.005062439,Fighter,Past,Nighttime,"['Thriller', 'Horror', 'Drama']"
The Ruins,0.784320951,0.049014028,0.121873252,0.002969036,0.03936116,0.002461558,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
The Saint,0.109862186,0.22380884,0.558460951,0.011012234,0.089446642,0.007409158,Child,Past,Daytime,"['Thriller', 'Romance', 'Action']"
The Salton Sea,0.414184213,0.169325903,0.103097029,0.212883651,0.092813894,0.007695328,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Sandlot Kids,0.01298889,0.911073983,0.021292899,0.001021943,0.005884442,0.047737855,Realist,Past,Daytime,"['Comedy', 'Drama', 'Family']"
The Searchers,0.060947955,0.013304434,0.81571269,0.008917798,0.097149007,0.003968119,Detective/Spy,Past,Daytime,['Drama']
The Secret Life of Walter Mitty,0.092600279,0.024344439,0.861106157,0.002610765,0.014059559,0.005278757,Detective/Spy,Present,Daytime,"['Adventure', 'Comedy', 'Drama']"
The Sessions,0.003125506,0.969300449,0.001588509,0.000377833,0.007462572,0.018145079,Monster/Killer/Victim,Past,Daytime,"['Romance', 'Drama']"
The Seventh Seal,0.002849312,0.993478179,0.000425468,0.000246822,0.002296841,0.000703388,Realist,Present,Daytime,"['Fantasy', 'Drama']"
The Shawshank Redemption,0.001438587,0.001531597,0.001827826,0.991039455,0.003127311,0.001035132,Realist,Past,Daytime,['Drama']
The Shining,0.391795993,0.081194974,0.465847015,0.022547295,0.03258032,0.006034307,Child,Past,Daytime,"['Thriller', 'Horror']"
The Shipping News,0.029993655,0.392422616,0.014303285,0.006352858,0.006577432,0.55035013,Realist,Past,Daytime,"['Romance', 'Drama']"
The Siege,0.180875555,0.784785986,0.011057745,0.001415974,0.01911314,0.002751643,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Action']"
The Sixth Sense,0.035716288,0.124663927,0.798888743,0.017670628,0.009958709,0.013101736,Detective/Spy,Past,Daytime,"['Thriller', 'Horror', 'Drama']"
The Social Network,0.59173876,0.021074565,0.365517139,0.003118137,0.016567504,0.001983869,Child,Past,Daytime,['Drama']
The Sting,0.009710923,0.988057852,0.000704776,0.000227483,0.000655122,0.000643768,Monster/Killer/Victim,Past,Daytime,"['Crime', 'Comedy', 'Drama']"
The Stuntman,0.003472068,0.993748069,0.000518869,0.000172895,0.001131194,0.00095701,Detective/Spy,Past,Daytime,"['Comedy', 'Romance', 'Action', 'Thriller', 'Drama', 'Adventure']"
The Surfer King,0.56048274,0.149168059,0.259652913,0.004261277,0.019875664,0.006559253,Fighter,Past,Daytime,['Comedy']
The Sweet Hereafter,0.000436198,0.00041515,0.997258186,0.001255421,0.000487402,0.000147691,Child,Past,Daytime,['Drama']
The Taking of Pelham One Two Three,0.393606573,0.352448821,0.216413662,0.003809152,0.025615595,0.008106127,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Talented Mr. Ripley,0.005517832,0.001975464,0.017819427,0.001449602,0.972483635,0.000754023,Comedian,Past,Daytime,"['Thriller', 'Crime', 'Horror', 'Drama']"
The Theory of Everything,0.093026564,0.143301412,0.729677081,0.003385026,0.014040619,0.016569309,Fighter,Past,Daytime,"['Romance', 'Drama']"
The Thing,0.938368499,0.002936483,0.026060391,0.004414435,0.027399786,0.000820383,Fighter,Past,Daytime,"['Thriller', 'Horror', 'Sci-Fi', 'Action']"
The Things My Father Never Taught Me,0.974511445,0.000967397,0.005370397,0.001432385,0.017313432,0.000404999,Fighter,Present,Daytime,"['Comedy', 'Romance']"
The Three Musketeers,0.077099733,0.012494503,0.900244057,0.004099571,0.00390665,0.002155476,Realist,Past,Daytime,"['Comedy', 'Adventure', 'Romance', 'Action']"
The Time Machine,0.004208364,0.005238776,0.98202157,0.003028108,0.002906802,0.002596236,Realist,Past,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
The Tourist,0.00132165,0.00095672,0.992951155,0.002609115,0.000701803,0.0014595,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Action']"
The Truman Show,0.009610048,0.890541434,0.003805917,0.000885418,0.006899641,0.088257566,Realist,Past,Daytime,"['Comedy', 'Fantasy', 'Drama', 'Sci-Fi']"
The Ugly Truth,0.002204102,0.003588839,0.991327107,0.000854956,0.00175217,0.000272783,Detective/Spy,Past,Daytime,"['Comedy', 'Romance']"
The Usual Suspects,0.164375201,0.778301477,0.011672851,0.002358263,0.038256213,0.005035972,Realist,Present,Daytime,"['Thriller', 'Crime']"
The Verdict,0.071077995,0.050858945,0.712061822,0.021886054,0.136909217,0.007206045,Monster/Killer/Victim,Past,Daytime,['Drama']
The Village,0.104608171,0.004377116,0.674263954,0.177524269,0.037581325,0.001645293,Realist,Past,Daytime,"['Thriller', 'Drama']"
The Visitor,0.354098678,0.2747235,0.25983721,0.010869214,0.094392873,0.006078467,Detective/Spy,Past,Daytime,"['Crime', 'Romance', 'Drama']"
The Way Back,0.031714782,0.945746839,0.007734999,0.000953351,0.010500528,0.003349504,Realist,Past,Daytime,"['Adventure', 'Drama']"
The Whistleblower,0.967069685,0.020336367,0.009226914,0.000607978,0.002234089,0.000524957,Child,Past,Daytime,"['Thriller', 'Drama']"
The White Ribbon,0.001065276,0.982084572,0.000457118,0.000367277,0.001728581,0.014297191,Fighter,Present,Daytime,"['Crime', 'Drama']"
The Wild Bunch,0.100206338,0.008027228,0.674966395,0.205419257,0.008147174,0.003233518,Monster/Killer/Victim,Past,Daytime,['Action']
The Wizard of Oz,0.326186448,0.004887009,0.387956887,0.212383583,0.066658057,0.001927965,Realist,Present,Daytime,"['Adventure', 'Fantasy', 'Family']"
The Wolf of Wall Street,0.93133831,0.018718326,0.040174138,0.003404211,0.005334844,0.001030184,Detective/Spy,Past,Daytime,"['Crime', 'Comedy']"
The Woodsman,0.564207733,0.38908565,0.019306503,0.007725084,0.01685554,0.002819504,Detective/Spy,Past,Daytime,['Drama']
The World is not Enough,0.282789052,0.083410636,0.61288476,0.004160428,0.010310474,0.006444618,Realist,Future,Daytime,"['Thriller', 'Adventure', 'Action']"
The Wrestler,0.554009914,0.285482496,0.135246694,0.003773532,0.012976975,0.00851035,Fighter,Past,Daytime,['Drama']
The X-Files Fight the Future,0.167972967,0.813117564,0.010220559,0.001141692,0.005150117,0.002397154,Realist,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
Theres Something About Mary,0.075806737,0.460107297,0.438685566,0.00281577,0.011914558,0.010670136,Comedian,Past,Daytime,"['Comedy', 'Romance']"
They,0.305323154,0.184696764,0.384950131,0.012774494,0.103359975,0.008895386,Monster/Killer/Victim,Present,Nighttime,"['Thriller', 'Horror']"
Thirteen Days,0.926934898,0.058477703,0.008209379,0.000865738,0.004323345,0.001188832,Realist,Past,Daytime,['Drama']
This Boys Life,0.000782165,0.000535388,0.996329844,0.00115637,0.000866865,0.000329392,Detective/Spy,Past,Daytime,['Drama']
This is 40,0.473059773,0.174096823,0.203276545,0.020045212,0.110961616,0.018559942,Realist,Present,Nighttime,['Comedy']
Thor Ragnarok,0.155387238,0.760929525,0.046948653,0.002344176,0.021221288,0.013169179,Fighter,Present,Daytime,"['Comedy', 'Adventure', 'Action']"
Thor,0.265564919,0.240682349,0.430231363,0.007854295,0.038609125,0.017057935,Detective/Spy,Future,Daytime,"['Adventure', 'Fantasy', 'Action']"
Three Kings Spoils of War,0.942049503,0.015394205,0.006588226,0.000857468,0.034299131,0.000811512,Detective/Spy,Past,Daytime,"['Adventure', 'War', 'Action']"
Three Kings,0.314002365,0.663218319,0.014944098,0.001287981,0.003978862,0.002568421,Fighter,Past,Daytime,"['Adventure', 'War', 'Action']"
Three Men and a Baby,0.001266687,0.000557777,0.992080748,0.002696241,0.000888304,0.002510276,Monster/Killer/Victim,Past,Daytime,"['Comedy', 'Family']"
Thunderbirds,0.99363327,0.001728272,0.002701208,0.000394572,0.001198253,0.000344305,Child,Present,Daytime,"['Comedy', 'Adventure', 'Action']"
Thunderheart,0.016892293,0.77084887,0.155801058,0.002960888,0.012547649,0.040949255,Soldier,Past,Daytime,"['Thriller', 'Crime']"
Ticker,0.071639583,0.918591321,0.003179664,0.000712495,0.004637983,0.001238941,Soldier,Future,Daytime,['Crime']
Timber Falls,0.039681073,0.072200358,0.002216204,0.000974313,0.88336426,0.001563776,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
Tin Cup,0.029936032,0.008158124,0.304950714,0.004449444,0.650223553,0.002282167,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Tin Men,0.966462255,0.004271337,0.005440408,0.001346645,0.021538468,0.000940951,Realist,Past,Daytime,"['Comedy', 'Drama']"
Tinker Tailor Soldier Spy,0.000619967,0.000589219,0.996983707,0.00089228,0.000716266,0.000198518,Realist,Past,Daytime,"['Thriller', 'Drama']"
Titanic,0.175685063,0.391480505,0.381091386,0.011159464,0.029357703,0.011225962,Soldier,Past,Daytime,"['Romance', 'Drama']"
TMNT,0.211404175,0.103098579,0.047293592,0.007567839,0.629087329,0.001548449,Realist,Present,Daytime,"['Comedy', 'Fantasy', 'Action', 'Drama', 'Adventure']"
To Sleep with Anger,0.025628326,0.964846849,0.003519644,0.000874559,0.003679209,0.001451393,Law Person/Outlaw,Past,Daytime,['Drama']
Tombstone,0.799521387,0.163701892,0.016452797,0.001381422,0.013890968,0.005051574,Fighter,Past,Daytime,"['Drama', 'Action']"
Tomorrow Never Dies,0.036334191,0.332706153,0.00949841,0.001669833,0.616544783,0.003246602,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Thriller', 'Adventure', 'Action']"
Top Gun,0.929404616,0.034795128,0.027217656,0.00131051,0.006331355,0.00094077,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Drama', 'Action']"
Total Recall,0.006644496,0.825855374,0.0062888,0.001121548,0.003580095,0.156509697,Detective/Spy,Past,Daytime,"['Thriller', 'Adventure', 'Sci-Fi', 'Action']"
Toy Story,0.667558193,0.165970817,0.132927284,0.005712106,0.023578309,0.004253374,Comedian,Present,Daytime,"['Comedy', 'Fantasy', 'Family']"
Traffic,0.666889846,0.09745083,0.216765448,0.003313636,0.008750323,0.006829912,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Training Day,0.109169409,0.514396131,0.316687822,0.017895516,0.01978619,0.02206485,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Drama', 'Action']"
Trainspotting,0.004368809,0.078891687,0.001830713,0.001217764,0.001672565,0.912018478,Monster/Killer/Victim,Past,Daytime,['Drama']
Transformers The Movie,0.003596704,0.932141602,0.001300059,0.000571487,0.003530176,0.058859974,Child,Past,Daytime,"['Action', 'Sci-Fi', 'Family']"
Tremors,0.003012146,0.994940639,0.000546298,0.00016538,0.000878234,0.000457362,Detective/Spy,Past,Daytime,"['Horror', 'Comedy', 'Sci-Fi']"
Tristan and Isolde,0.95909977,0.007427739,0.025880091,0.001634158,0.005394344,0.000563868,Monster/Killer/Victim,Present,Daytime,"['Romance', 'Adventure', 'Drama', 'Action']"
TRON Legacy,0.961925864,0.008299458,0.02332205,0.001842022,0.00399243,0.000618156,Fighter,Future,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
TRON,0.068135835,0.068250909,0.824612498,0.002600058,0.00994942,0.026451319,Realist,Past,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Tropic Thunder,0.000702707,0.000452783,0.997666836,0.000396538,0.000489007,0.000292074,Fighter,Past,Nighttime,"['Comedy', 'Adventure', 'War', 'Action']"
True Grit,0.138142049,0.018317312,0.003611229,0.001033968,0.838107407,0.000787948,Monster/Killer/Victim,Past,Daytime,"['Adventure', 'Drama']"
True Lies,0.083089121,0.901397049,0.008853544,0.001476173,0.003070833,0.002113323,Detective/Spy,Past,Daytime,"['Comedy', 'Romance', 'Action', 'Thriller', 'Adventure']"
True Romance,0.11563585,0.173038647,0.440511435,0.014802416,0.251108527,0.004903188,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Crime', 'Romance', 'Action']"
Twilight New Moon,0.995535135,0.002618278,0.000636993,0.000284217,0.000741306,0.000184027,Realist,Past,Daytime,"['Fantasy', 'Romance', 'Thriller', 'Horror', 'Drama']"
Twilight,0.570788741,0.401120603,0.018106865,0.002870549,0.004523299,0.002589916,Detective/Spy,Present,Daytime,"['Thriller', 'Romance', 'Fantasy', 'Drama']"
Twin Peaks,0.264124036,0.696505725,0.015809804,0.001855221,0.019459872,0.002245321,Detective/Spy,Past,Daytime,"['Thriller', 'Horror', 'Drama']"
Twins,0.064751692,0.74579525,0.04535551,0.002148923,0.006473093,0.135475487,Child,Past,Daytime,"['Comedy', 'Sci-Fi', 'Action']"
Two For The Money,0.051697876,0.0116954,0.251824826,0.003180228,0.680318475,0.001283139,Soldier,Past,Daytime,"['Thriller', 'Comedy', 'Drama']"
U Turn,0.859538376,0.04218065,0.077879868,0.00393342,0.014145568,0.002322173,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
Un Singe en Hiver,0.30247888,0.096921332,0.548110843,0.007997185,0.03920994,0.005281765,Child,Past,Daytime,"['Comedy', 'Drama']"
Unbreakable,0.006504755,0.975835264,0.002057527,0.000423254,0.001180909,0.013998277,Detective/Spy,Past,Daytime,"['Thriller', 'Fantasy', 'Drama']"
Under Fire,0.076546878,0.912997961,0.004195416,0.000559773,0.003950042,0.001749868,Realist,Past,Daytime,['Drama']
Unknown,0.659097195,0.232823372,0.076357253,0.005492471,0.020080702,0.006149,Traveller/Explorer,Past,Daytime,"['Thriller', 'Drama']"
Up in the Air,0.035218578,0.011413373,0.939430594,0.002684472,0.006823782,0.004429125,Realist,Past,Daytime,"['Romance', 'Drama']"
Up,0.005221187,0.095168278,0.061486337,0.007587634,0.002710564,0.827825963,Detective/Spy,Past,Daytime,"['Adventure', 'Comedy', 'Drama', 'Family']"
V for Vendetta,0.979380012,0.011135214,0.004936754,0.000424712,0.003814016,0.000309279,Detective/Spy,Past,Nighttime,"['Thriller', 'Drama', 'Sci-Fi', 'Action']"
Valkyrie,0.154776514,0.795243979,0.007851906,0.001963082,0.038920987,0.001243497,Fighter,Past,Daytime,"['Thriller', 'War', 'Drama']"
Vanilla Sky,0.034451388,0.651968539,0.204612076,0.00763806,0.01792285,0.083407097,Detective/Spy,Present,Daytime,"['Thriller', 'Romance', 'Sci-Fi']"
Very Bad Things,0.004117162,0.628104508,0.008394862,0.065253466,0.005027568,0.289102405,Realist,Past,Daytime,"['Thriller', 'Comedy']"
Virtuosity,0.003824866,0.14769426,0.004426952,0.001246802,0.002656064,0.840151131,Soldier,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
Wag the Dog,0.024094788,0.971652031,0.001385054,0.000316623,0.002068222,0.000483327,Realist,Past,Daytime,['Comedy']
Walk to Remember A,0.015454762,0.035318453,0.04161061,0.886607528,0.018481992,0.002526677,Monster/Killer/Victim,Past,Daytime,"['Romance', 'Drama']"
Walking Tall,0.005852105,0.00230372,0.986113727,0.002076102,0.0023989,0.001255492,Realist,Present,Nighttime,"['Thriller', 'Drama', 'Action']"
Wall Street Money Never Sleeps,0.031176314,0.011363596,0.908003747,0.002247539,0.042777948,0.004430763,Superhuman/Scientist/Alien/Robot,Past,Daytime,['Drama']
Wall Street,0.420935124,0.303445041,0.055081349,0.003030126,0.209047526,0.008460851,Soldier,Past,Daytime,"['Crime', 'Drama']"
Wall-E,0.124432087,0.053837094,0.051731583,0.003485342,0.764530838,0.001983132,Fighter,Future,Daytime,"['Comedy', 'Romance', 'Drama', 'Family', 'Adventure', 'Sci-Fi']"
Wanted,0.679810166,0.019610396,0.249152184,0.007393534,0.041426532,0.002607241,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Action']"
War for the Planet of the Apes,0.994733572,0.002259524,0.001382903,0.000552617,0.000788775,0.000282627,Soldier,Past,Daytime,"['Adventure', 'Drama', 'Action']"
War Horse,0.265775979,0.191351593,0.508349359,0.008471588,0.020298056,0.005753404,Detective/Spy,Past,Daytime,"['War', 'Drama']"
War of the Worlds,0.911181033,0.008994766,0.071582809,0.001678728,0.00545349,0.001109161,Detective/Spy,Present,Daytime,"['Thriller', 'Adventure', 'Sci-Fi', 'Action']"
Warm Springs,0.10091871,0.680249691,0.103207305,0.013173196,0.090758555,0.011692527,Fighter,Past,Daytime,['Drama']
Warrior,0.36040622,0.02419333,0.553573072,0.009427953,0.049591925,0.002807491,Detective/Spy,Past,Nighttime,['Drama']
Watchmen,0.063434713,0.019263463,0.903593838,0.003105921,0.008315266,0.002286839,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Fantasy', 'Sci-Fi', 'Action']"
Water for Elephants,0.007516632,0.893546164,0.001760324,0.000469449,0.094513088,0.002194283,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
We Own the Night,0.810253203,0.083585307,0.089346416,0.005455232,0.007878537,0.003481255,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
What Lies Beneath,0.011963929,0.970254183,0.00461723,0.000956176,0.009286567,0.002921901,Realist,Past,Daytime,"['Thriller', 'Drama']"
When a Stranger Calls,0.198294491,0.281044006,0.473022103,0.004504239,0.039381836,0.003753335,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
While She Was Out,0.010868994,0.001284359,0.980620384,0.001925346,0.004274198,0.001026751,Comedian,Past,Nighttime,"['Thriller', 'Crime', 'Drama']"
White Christmas,0.024825806,0.12884979,0.00520991,0.00125363,0.837520123,0.002340848,Detective/Spy,Past,Nighttime,"['Comedy', 'Romance']"
White Jazz,0.007259201,0.00121111,0.001833213,0.000470447,0.988979459,0.000246634,Child,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
White Squall,0.019973021,0.854258299,0.023160471,0.001765772,0.083582886,0.017259488,Detective/Spy,Past,Daytime,"['Adventure', 'Drama']"
Whiteout,0.992142081,0.003765215,0.001102459,0.000518125,0.002138147,0.000334013,Fighter,Present,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Whos Your Daddy,0.000662012,0.002771704,0.988538802,0.005319393,0.001596393,0.001111562,Detective/Spy,Present,Daytime,['Comedy']
Wild At Heart,0.870249689,0.10896723,0.003249904,0.000815931,0.014757809,0.001959451,Child,Past,Daytime,"['Thriller', 'Crime', 'Romance', 'Drama']"
Wild Hogs,0.528877199,0.00646608,0.403164119,0.048955821,0.007849764,0.004687009,Detective/Spy,Past,Daytime,"['Comedy', 'Adventure', 'Action']"
Wild Things Diamonds in the Rough,0.001498837,0.001269524,0.986191273,0.001176896,0.001236822,0.00862672,Fighter,Past,Daytime,"['Thriller', 'Drama', 'Action']"
Wild Things,0.836696923,0.053031623,0.0806797,0.014438879,0.011402356,0.00375049,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
Wild Wild West,0.745739698,0.207322717,0.025658811,0.002827913,0.013875823,0.004575017,Realist,Past,Daytime,"['Comedy', 'Sci-Fi', 'Action']"
Willow,0.00684932,0.024254134,0.001527512,0.000656352,0.9662444,0.000468487,Monster/Killer/Victim,Past,Nighttime,"['Adventure', 'Comedy', 'Fantasy', 'Action']"
Win Win,0.334730923,0.010651824,0.02458447,0.002204713,0.62649101,0.001337059,Realist,Present,Daytime,"['Comedy', 'Drama']"
Wind Chill,0.360373378,0.310483545,0.019155975,0.002230825,0.30561626,0.002140036,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Horror']"
Withnail and I,0.652431786,0.137691885,0.006681085,0.001337578,0.200139165,0.001718536,Realist,Past,Daytime,['Comedy']
Witness,0.064789452,0.83985132,0.054055821,0.010395265,0.018753506,0.012154677,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Romance', 'Drama']"
Wonder Boys,0.0201366,0.964473963,0.007582634,0.000594416,0.00306277,0.004149555,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Drama']"
Wonder Woman,0.053017728,0.068253718,0.860892355,0.003736232,0.009708073,0.004391964,Detective/Spy,Past,Daytime,"['Adventure', 'Fantasy', 'Action']"
X-Men Origins Wolverine,0.943217039,0.047696657,0.004468082,0.000875212,0.002957013,0.000785992,Detective/Spy,Past,Daytime,"['Thriller', 'Fantasy', 'Sci-Fi', 'Action']"
X-Men,0.00148632,0.996920943,0.000343116,0.000137668,0.000616557,0.000495438,Detective/Spy,Past,Daytime,"['Sci-Fi', 'Action']"
xXx,0.003914077,0.993014812,0.001264568,0.000196652,0.000510527,0.001099415,Detective/Spy,Past,Daytime,"['Thriller', 'Adventure', 'Action']"
Year One,0.019157978,0.007245168,0.95432961,0.008763623,0.004357245,0.006146326,Detective/Spy,Past,Daytime,"['Adventure', 'Comedy']"
Yes Man,0.987417102,0.00196669,0.00329661,0.000621327,0.006471898,0.000226321,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Comedy', 'Romance']"
You Can Count On Me,0.002053921,0.001690449,0.987878263,0.001067767,0.006886301,0.000423259,Detective/Spy,Past,Daytime,['Drama']
Youth in Revolt,0.132262722,0.207772434,0.45325619,0.16053991,0.021965971,0.024202716,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Youve Got Mail,0.007511221,0.002336606,0.055948213,0.004014925,0.929543853,0.00064512,Monster/Killer/Victim,Past,Daytime,"['Comedy', 'Romance']"
Zero Dark Thirty,0.00750921,0.007055626,0.000836759,0.000466698,0.983768523,0.000363185,Realist,Past,Daytime,"['Thriller', 'Drama']"
Zerophilia,0.008186347,0.812456131,0.028534494,0.003329755,0.137549862,0.009943409,Detective/Spy,Past,Daytime,"['Comedy', 'Romance']"
Zootopia,0.005171993,0.993223071,0.000368057,0.000171172,0.00046046,0.000605276,Realist,Past,Daytime,"['Adventure', 'Comedy']"
